"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"KIF21B",16711.4299941836,-1.03463179136205,0.046339488717471,-22.3272163762993,2.0106757958446e-110,1.14973616757651e-107
"EI24",2436.86440832663,-1.55990536876728,0.0699475321472647,-22.3010779777494,3.60706231744573e-110,2.00968864348149e-107
"TRMT9B",2822.6122558744,1.58792256933076,0.0714316696285359,22.2299517509305,1.76323880209774e-109,9.57835398269546e-107
"ABCA3",10788.3745070731,-1.19618834665049,0.0539492830856506,-22.1724604709093,6.33511051756888e-109,3.35745405942083e-106
"CACNB1",3904.92724842502,-1.40247244454795,0.0633883213335094,-22.1250920523518,1.81267687134368e-108,9.37801327081593e-106
"PIEZO2",10462.1388304142,-1.09242601921814,0.0493953851032431,-22.1159530781028,2.21970664710964e-108,1.1216745519778e-105
"SPRY2",2073.77706602956,-1.91660887121342,0.0869080281768274,-22.0533006146888,8.88048998882077e-108,4.38554924925196e-105
"MTURN",11890.7219239301,-1.07309751275352,0.0487016997681479,-22.0340874725557,1.35753195322523e-107,6.55506929147356e-105
"RXRG",1153.04140928279,1.90678347915958,0.0885206604563105,21.5405473629591,6.49350268913782e-103,3.06733304200599e-100
"FAM102B",4169.86644376126,-1.64584683211409,0.0766195434809579,-21.4807705363467,2.355664812077e-102,1.08906895109832e-99
"PRPH",2341.72011968642,-1.96127001866879,0.0920728307371554,-21.3012894571224,1.10438895632209e-100,4.99943075665057e-98
"RALA",5346.50791641579,-1.3732519470543,0.0656770257005991,-20.9091677402464,4.41873200746005e-97,1.95948219979795e-94
"YWHAG",68024.1084071427,-0.788369452478108,0.0378865730521438,-20.8086767677051,3.61176593933718e-96,1.56960124191715e-93
"PGK1",10639.6892904191,-0.943280498698226,0.0454578217089234,-20.7506753125625,1.20881636068561e-95,5.15026876496817e-93
"CAPNS1",3441.11202141561,-1.42640331537108,0.0690597169174888,-20.6546360025675,8.86869823571487e-95,3.70592199930478e-92
"SYT13",14189.283873366,-0.852613920784307,0.0416968052883116,-20.4479435508051,6.2661662043963e-93,2.56900991425146e-90
"MYC",950.651270693489,-1.92700562652272,0.0944897889279122,-20.3937975561874,1.89823955846467e-92,7.63830506775534e-90
"HSD17B10",1025.90330944359,-2.14944366251913,0.105818319293916,-20.3125855415349,9.95247938656565e-92,3.93195317437609e-89
"SH3PXD2B",4016.9971021186,-1.28919814038394,0.063736808743153,-20.2269013119115,5.67596637580677e-91,2.20237631035545e-88
"RAB31",898.638897103233,-2.43965163111094,0.120625295347966,-20.2250417217494,5.89405578880356e-91,2.24687610938443e-88
"MMD",3431.81169558556,-1.42241492309959,0.0705440969250403,-20.1634861753357,2.04922487428958e-90,7.67717367128246e-88
"PITHD1",3629.72096504687,-1.15462009624031,0.0573303670593798,-20.139764586618,3.30905155362689e-90,1.2186844272671e-87
"RAB3B",33403.6437458962,-0.973033748558587,0.0484654592446375,-20.0768498581028,1.17621153835662e-89,4.25965008615849e-87
"MYH9",3829.46671003791,-1.18605864525225,0.0591043254483991,-20.0672055091422,1.4281194131389e-89,5.08714864395002e-87
"NYAP1",5145.89804665137,-1.27266398659782,0.0635451313392174,-20.0277182496338,3.15799653937721e-89,1.1067759161956e-86
"KIAA1522",2593.26675100389,-1.3531402963851,0.0677554849287213,-19.9709336861599,9.85930931800927e-89,3.40052273287339e-86
"MAPT",70134.9145747794,-0.818991084835839,0.0410331654258431,-19.9592470221668,1.24575127410536e-88,4.22952022422427e-86
"HSP90AB1",57346.626175588,-0.770599084206367,0.0388590509615153,-19.8306202837929,1.62029328544902e-87,5.41651581531103e-85
"ELOVL5",3748.53780549901,-1.2605611497582,0.06361269872188,-19.8161872564074,2.15856429765118e-87,7.10658236722159e-85
"CST3",3686.03956831592,-1.45502011124052,0.0736819182883509,-19.7473158278313,8.45962467840319e-87,2.74356991995556e-84
"RNF41",4270.5637890237,-1.07323773027578,0.0543735538237834,-19.7382303491508,1.01262920368056e-86,3.23579705393749e-84
"ATP2C1",7629.34203904328,-0.960685893266281,0.0487429372619952,-19.709232705911,1.79670526338285e-86,5.65805922725304e-84
"STIM1",1727.1741848972,-1.61160328776197,0.081862897487417,-19.6866142932418,2.80845008748727e-86,8.71783027871585e-84
"TMEM151B",4015.64879958029,-1.23916086472666,0.0632099869399975,-19.6038778793444,1.43277748996399e-85,4.38490451822923e-83
"OIP5-AS1",9493.49315354489,1.26211151978683,0.0644459211909547,19.5840403312285,2.1155571227766e-85,6.38457510011288e-83
"AKAP12",30650.2946428852,-0.806396316804417,0.0413905383959203,-19.4826244851142,1.54170295053066e-84,4.58899498795627e-82
"FABP3",2146.00006821649,-1.77408102883914,0.0916794663034597,-19.3509092097779,2.0027783818813e-83,5.88086100809444e-81
"ILRUN",2606.90568470498,-1.38575275363437,0.0717544295128086,-19.3124349680323,4.22190538894851e-83,1.22317042928616e-80
"AREL1",4180.0440161332,-1.11128788915871,0.0579180192357117,-19.187256467388,4.72958041783747e-82,1.35222438025251e-79
"SHC1",1629.97364839569,-1.41212021245394,0.0743965127013193,-18.9810000654627,2.44890070537041e-80,6.91067057493425e-78
"MAPK1",5141.65307845617,-1.0579209172544,0.0558472422505604,-18.943118310265,5.03262703963831e-80,1.40197375569616e-77
"EPB41L3",9819.56995087477,-0.888218421360842,0.0469577282959615,-18.9152766454682,8.53713291891328e-80,2.34814381259578e-77
"GPRIN2",3413.29560659727,-1.15876852823045,0.06135800835479,-18.8853673595484,1.50487374795963e-79,4.08742520867685e-77
"STK32A",2554.03135345662,-1.37550619450588,0.0731117918173696,-18.8137393478448,5.827825396405e-79,1.5633681239319e-76
"CENPB",2487.63187903222,-1.37853387794057,0.0738150968195325,-18.6755005051458,7.83520385483899e-78,2.07623347026581e-75
"ATP2B4",1645.61174450722,-1.57766560899941,0.0846328218024109,-18.6412974942834,1.48592571963778e-77,3.89008192313366e-75
"STS",1149.82758551538,-1.84550726247137,0.0993334059393921,-18.578918592577,4.76000568183274e-77,1.23131146976838e-74
"NELL1",4407.33294613915,-1.04024392931419,0.05615044067632,-18.5260154111825,1.27377318614874e-76,3.25621383080306e-74
"PITPNA",6105.29901889311,-1.10534791357591,0.059772301702999,-18.4926442864497,2.36659739345033e-76,5.97951101887002e-74
"BCL7A",3204.61958716684,-1.06518593962453,0.0581808860403776,-18.3081766559087,7.12147709019272e-75,1.77865029531951e-72
"SPHK2",1206.42806104716,-1.73206291022808,0.0950487625006112,-18.2228875438219,3.3974423926871e-74,8.38898019894295e-72
"UST",957.543078007803,-1.87752497112353,0.103136053637113,-18.204351484396,4.76664785909271e-74,1.1637583295531e-71
"ISL1",7331.5745851868,-0.897980814794912,0.0493724849228204,-18.1878796701978,6.43831067757121e-74,1.55442280792161e-71
"CBL",4769.70164506056,-1.06085651480172,0.0585134640122195,-18.1301266761471,1.84334029251153e-73,4.40153200175638e-71
"PTPN3",2993.59843407325,1.06920771380494,0.0590687260913481,18.1010796161652,3.12482448012161e-73,7.38035990527852e-71
"SIRT2",2351.70445171844,-1.37617631089715,0.0764864127114898,-17.9924284864574,2.23351677954876e-72,5.21850388202312e-70
"RAN",7381.70026603577,-0.935290818407921,0.0520662283394124,-17.9634832066362,3.76427232136057e-72,8.701475879877e-70
"SNN",11522.7827293876,-0.888837457778086,0.0496136687299876,-17.9151729862068,8.97895908519893e-72,2.05372423118197e-69
"ACTN4",3351.36874962214,-1.24604054073135,0.0695988951800876,-17.9031655244988,1.11405763741734e-71,2.52159983369181e-69
"PNMA2",10275.444425589,-0.844165035280818,0.047210940137321,-17.8807080059287,1.66706539955125e-71,3.73439835740712e-69
"VAT1L",33877.5928556941,-0.694211410075276,0.0393617980021174,-17.6366793518409,1.28811581612106e-69,2.85606822127494e-67
"DYNC1I1",5572.37070706099,-0.951553695083321,0.054320574449012,-17.5173717276591,1.05592070186186e-68,2.31758595260165e-66
"SYNPR",1074.15090140649,1.64877885447725,0.0941699916372984,17.50853776039,1.23321323139631e-68,2.67964903050105e-66
"DIRAS1",6327.51519796738,-0.877808584894162,0.0502664282950563,-17.4631183210703,2.73573580872176e-68,5.88562409779359e-66
"CYRIA",5409.00183847072,-0.921785526444438,0.0533279631925077,-17.2852190719698,6.07899595586551e-67,1.29500493259805e-64
"PLPPR4",4736.83670278897,0.958395217855955,0.0555307932679777,17.2588065369601,9.60761787391174e-67,2.02683426002163e-64
"CTNND2",11482.7597634885,-0.819552690574805,0.0475208666136152,-17.2461646635879,1.195784997505e-66,2.49838578949868e-64
"RCC2",1104.0402373318,-1.7560793826711,0.101871185806293,-17.2382344307866,1.37162259659837e-66,2.83847499061772e-64
"TNFRSF21",2886.98873308291,-1.16034143906353,0.0674356354315171,-17.2066509292686,2.36732625641488e-66,4.85279549298481e-64
"MAGEE1",5628.91237526575,-1.01467883117643,0.0590567359361051,-17.1814241862984,3.65818872366382e-66,7.42885820341039e-64
"SUCLG1",1604.34287670744,-1.32844401746812,0.0774604073470047,-17.149974586591,6.28799591056308e-66,1.26510984389468e-63
"TRPM8",2058.69251570934,-1.27954495188216,0.0747236643965844,-17.1236911655078,9.88067141397674e-66,1.96969824912202e-63
"USP22",18024.1246343009,-0.759720172704429,0.0445386432991737,-17.0575508463798,3.07166090532522e-65,6.06764725561925e-63
"UBFD1",6892.74176137124,-0.850682634865525,0.0499971500985986,-17.0146224972405,6.39842764615543e-65,1.25253544435416e-62
"DESI1",2852.14353336382,-1.10797556321727,0.0651474442860563,-17.0071992134067,7.2627788540512e-65,1.4090439439257e-62
"SV2B",4173.75855802344,-1.0633680965935,0.0626747936993164,-16.9664395178552,1.45490142770354e-64,2.79765956836904e-62
"HSPB1",1187.34134586397,-1.73221619367954,0.10220505008602,-16.9484403385315,1.97627217171206e-64,3.76687877360802e-62
"NHLH1",3203.17370701973,-1.1746937162574,0.0693438186684064,-16.9401359604183,2.27598026914478e-64,4.30041524071712e-62
"BSDC1",3270.86131261464,-0.986095211876652,0.0582206857017152,-16.9371968054234,2.39257105165068e-64,4.48173934321704e-62
"NR5A2",1396.07226155752,-1.50776760536669,0.0890401103531599,-16.9335774561199,2.54435167610983e-64,4.72531774104191e-62
"POU4F1",7702.23425537879,-0.812163846290596,0.0479901238974576,-16.9235621901285,3.01622956674593e-64,5.55420781829003e-62
"VSNL1",8430.09463843141,-0.847730745252006,0.0501494078280452,-16.904102799354,4.19663508952294e-64,7.66291461010453e-62
"AFAP1",1700.98937681303,-1.28326869897173,0.0763262741725476,-16.8129351639869,1.96210852226344e-63,3.55288800668852e-61
"NKAIN1",4836.25941915837,-1.12006320636402,0.0667289476911561,-16.7852670410456,3.12819073105797e-63,5.61755837976517e-61
"TMEM233",978.548397647659,-2.06354149584876,0.12320655024023,-16.7486346450349,5.79408694003196e-63,1.03196487803241e-60
"GAP43",63782.6085561028,-0.744071802804044,0.0445503584705409,-16.7018140447975,1.27139864573415e-62,2.24603424172011e-60
"WDR86",1506.59392145313,-1.25443595242435,0.0752172103418493,-16.6775123236179,1.91009113175668e-62,3.34712662918878e-60
"PINK1",1231.98409996535,-1.63162431961908,0.0978813081221774,-16.6694167754936,2.18718185641785e-62,3.80202196464828e-60
"TMEM255A",4673.6082304328,1.0122860287328,0.0607853242501041,16.6534610322666,2.85596674152687e-62,4.92518264497123e-60
"PLCB3",365.94599563615,-2.81362252602104,0.169496038709513,-16.5999308741552,6.97712341801367e-62,1.19374736023637e-59
"TMEM65",2865.05744705555,-1.3613437991103,0.082516122673636,-16.4979128320732,3.79794701217824e-61,6.44731176778289e-59
"SH3BGRL2",5524.85780149631,-1.07260190448756,0.065063672428352,-16.4854190434564,4.67045342307771e-61,7.8669986379888e-59
"ATP8A2",25394.2503326341,-0.674950672458672,0.0409554569002392,-16.4801158024617,5.09871050746544e-61,8.52229850897819e-59
"NBL1",4444.13807281238,-1.01528744163131,0.0616322346314188,-16.4733186733057,5.70527728486481e-61,9.46335649792576e-59
"NCK2",1253.1541864227,-1.53431823601577,0.0934539292600424,-16.4179103881916,1.42386429733166e-60,2.34387479672118e-58
"MAPK9",5449.6392308169,-1.01972997215904,0.062257224459419,-16.3793034625842,2.68803756730936e-60,4.39160663910264e-58
"SCUBE1",5611.59859883523,-0.918930746664503,0.0562703224164434,-16.3306465504802,5.97477950800674e-60,9.68850626339391e-58
"TUBB",47335.3641222193,-0.928526106774084,0.056993463512125,-16.2917999636317,1.12858142111974e-59,1.81651449626006e-57
"SLIT1",7238.28354073996,-0.773794119305109,0.0475760926447235,-16.2643478329221,1.76738884800655e-59,2.82379354987752e-57
"MARCKS",17829.4214204041,-0.935892029797599,0.0575667045445041,-16.2575231151902,1.97564733459574e-59,3.13349203893656e-57
"AGRN",9896.86838697074,-0.914001947499691,0.0563218079605109,-16.2282068100606,3.18632539140073e-59,5.01707713259033e-57
"MARCHF4",4473.96136929968,-0.892303544128742,0.0550541872663272,-16.2077325710428,4.44674312188574e-59,6.95131520111188e-57
"SKI",2748.69190786771,-1.08101375089806,0.0667527766463649,-16.1942889151253,5.5333662597023e-59,8.5881796755051e-57
"CDV3",6659.10356308533,-0.809565842161616,0.0500151513089026,-16.1864119366868,6.28905158694916e-59,9.69182992431335e-57
"PPP1R17",3006.0427030553,1.05018460385901,0.0654840510559796,16.0372577280115,7.01857823990196e-58,1.07399075052697e-55
"MRPL18",785.216444653491,-1.79738315042488,0.112134087593753,-16.0288739043971,8.03251741670124e-58,1.22054944718532e-55
"PHF24",3109.63455354412,-1.11645452523482,0.0698715820491876,-15.9786638929811,1.79962023339221e-57,2.71555194801245e-55
"GLUD1",2370.89479946412,-1.16331765857204,0.0728987049326151,-15.9580017182386,2.50628138676443e-57,3.75579229331064e-55
"DOCK10",1915.23460887888,1.1256622182082,0.0709135663900411,15.8737217081538,9.63539669596898e-57,1.43402421100486e-54
"NUDT4",3613.88242064433,-1.19654342085841,0.0756828700389934,-15.809963605264,2.65620239447111e-56,3.92630080472536e-54
"TH",208.947341044352,-4.02027417832951,0.255281366564235,-15.7484043290638,7.0436263929767e-56,1.03412809387156e-53
"ISL1-DT",4474.4945244403,-0.920333671828103,0.0584503566683628,-15.7455612640641,7.3674523261796e-56,1.07441188990306e-53
"MORN4",3515.214948621,-1.12324592411561,0.0713745361632792,-15.7373481425649,8.38862035134071e-56,1.21517554409522e-53
"ST8SIA2",4020.56879436392,-0.908113526569701,0.057743746134035,-15.7266126181316,9.93877846392337e-56,1.43019680293107e-53
"LIMCH1",5618.76231594805,0.826618226221635,0.0527823710610139,15.6608770997821,2.80008784465107e-55,4.00283610371204e-53
"ACAT2",6045.27623240636,-0.867018167306512,0.0554715656790418,-15.6299566578501,4.55112517119186e-55,6.46349012057699e-53
"FBXL18",1032.88526018253,-1.51831153740599,0.0977332520208151,-15.5352605793023,2.00256594306942e-54,2.82556853097114e-52
"PRRC2B",23871.3901117983,-0.650101236333221,0.0418626714700898,-15.5293776890877,2.19499536056898e-54,3.07710027030989e-52
"CCDC127",2117.21590607721,-1.06216571956624,0.0686551880651134,-15.4710190081901,5.44384376361774e-54,7.58264622690064e-52
"NSFL1C",4027.88391434746,-0.86511039633698,0.0561245371749266,-15.4141208085269,1.3154896497268e-53,1.81308243221686e-51
"PTN",8107.81177848083,-0.729277455153909,0.047312729200229,-15.4139798629579,1.31836266873885e-53,1.81308243221686e-51
"ADAM11",11325.6122454619,-0.878649668566268,0.0570541111301141,-15.400286695598,1.62945310280294e-53,2.22681675917013e-51
"S100A10",2925.65976569864,-1.1057113373437,0.0720060251149694,-15.355816899742,3.23804929953997e-53,4.39747332685651e-51
"PCP4",622.664708783868,1.85681827546227,0.121051175440266,15.3391180937233,4.18846561154705e-53,5.65286765672707e-51
"SHISAL1",3193.95557610661,-1.13262182299665,0.0738995013488247,-15.3265150958243,5.08547803391979e-53,6.82113285179278e-51
"RAD21",5343.51166179627,-0.861409714341205,0.0563086198433319,-15.2980079557609,7.88327940810026e-53,1.05089434514485e-50
"GRB2",9996.81535428168,-0.699438394172663,0.045741906628118,-15.2909759503272,8.7824100271245e-53,1.16361577731334e-50
"GAL",509.545083267726,-2.35171836885922,0.153808071322989,-15.2899542178169,8.92128404617315e-53,1.17485200629877e-50
"EIF4G1",10201.237079579,-0.763588390011925,0.0499714687040274,-15.2804872423208,1.03166475836938e-52,1.35042430931375e-50
"SNX17",1756.34665359551,-1.17270645969384,0.0775268358793328,-15.1264584242688,1.08372810461499e-51,1.41007952007061e-49
"DDAH2",4446.80102579545,-1.09033722257134,0.0722428943738986,-15.0926569598418,1.81004215089042e-51,2.34109558908916e-49
"ATXN7L3",4369.54415399784,-0.83766140779704,0.0555273214565685,-15.0855720359612,2.01520486944744e-51,2.57648342039533e-49
"VAT1",23468.8233018188,-0.90325095639314,0.0598752252729638,-15.085554205021,2.01574937395741e-51,2.57648342039533e-49
"LAPTM4B",5259.97348329863,0.898706162304534,0.0596275633795453,15.0719920682324,2.47535317815087e-51,3.14543562620119e-49
"TMCO3",2310.79641321217,-1.05699187246202,0.0701443490079423,-15.0688100668286,2.59749220808652e-51,3.28144815055302e-49
"TTL",5117.22476112124,-0.875237294925179,0.0582105192896006,-15.0357238795762,4.2834024855727e-51,5.38000304098319e-49
"RAB18",7715.31011333187,-0.923494548211297,0.0615587906848799,-15.0018305742664,7.14219975942353e-51,8.91912980301804e-49
"ETV4",1789.76888715588,-1.14230968052389,0.0764979452663608,-14.9325537639795,2.02365081224047e-50,2.51268048566704e-48
"CTNNBIP1",2532.95854729917,-1.09225387104772,0.0731509932276211,-14.9314974801367,2.05596595597989e-50,2.53830024190267e-48
"KPNB1",8750.50263943332,-0.78703275431899,0.0527497008910146,-14.9201368164166,2.43773038332588e-50,2.99262392651344e-48
"SEMA3D",3666.35890740294,0.968588467408269,0.0650771956265682,14.88368480053,4.20677662127861e-50,5.13533984290803e-48
"KLF7",8637.00421484506,-0.847496599364604,0.057175279139811,-14.8227802664892,1.04373423338497e-49,1.26700006464927e-47
"FAM78B",2080.18478602291,-1.19439325751898,0.0806456981989859,-14.8103777906656,1.255327838188e-49,1.51538992199928e-47
"PLCB1",4715.93718842016,1.00691998016928,0.0680484218490157,14.7971099521369,1.52912961985742e-49,1.83571588452387e-47
"SRGAP2",3623.29411354267,-0.831937112696244,0.0562441884328754,-14.7915213264944,1.66155343461608e-49,1.98373047147104e-47
"ACSS2",1900.00090158688,-1.13157843290923,0.0766621138140788,-14.7605952485674,2.62949743211406e-49,3.12220490177084e-47
"TPPP3",1355.06677678405,-1.29017079818261,0.0877775041729367,-14.6981941482496,6.62017296644821e-49,7.81792056456267e-47
"PLXNA4",14990.094902161,-0.624657807260188,0.0425580528851669,-14.6777816397212,8.94699142908416e-49,1.05086041493281e-46
"CLIP2",9639.42184907674,-0.879074626091365,0.059921559393254,-14.6704230496099,9.97213737604177e-49,1.16497082281727e-46
"CHAT",1534.38886607866,-1.31454305382791,0.0899296114503405,-14.6174661785769,2.17339545493234e-48,2.52543902888902e-46
"MAP1A",32450.0470321192,-0.617989747822424,0.0422995942510561,-14.6098268497456,2.43135104839317e-48,2.81015036864549e-46
"PTPN9",3735.57386193894,-0.98139245985866,0.0671777526216138,-14.6088909134318,2.46498074665959e-48,2.83394532508816e-46
"GPR27",2050.73798387531,-1.13605577176165,0.0779347117956287,-14.5770189635239,3.93320236065035e-48,4.49813442603008e-46
"TMED8",4387.19903134384,-0.835891218897272,0.0574823769688745,-14.5416954373667,6.5939039902229e-48,7.50151517296091e-46
"THCAT155",3739.54187620802,1.05306948042805,0.0725084779793788,14.5233979497893,8.61325328124695e-48,9.74778023688619e-46
"RTN1",46895.602488486,-0.730598160459973,0.0503706266188279,-14.5044485149781,1.13546372760517e-47,1.27836742679444e-45
"SEMA3E",7389.3772310688,0.772450882818122,0.0533465933500934,14.4798539945901,1.62441857395872e-47,1.81943253574995e-45
"LBH",7905.04817911802,-0.75477585875767,0.0521322373915181,-14.4781021594993,1.666348319028e-47,1.85682474995689e-45
"SZRD1",1516.66729228175,-1.22510261686312,0.0846350665653063,-14.4751184890698,1.74025597133447e-47,1.92928683679218e-45
"SLC38A2",6484.08219048598,-0.915492086088607,0.0632540843464307,-14.4732485743471,1.78822889526311e-47,1.97240739417117e-45
"TCAF1",7507.15441392592,-0.779921074093832,0.0540895695424014,-14.4190660175701,3.92619581429302e-47,4.30870246710975e-45
"FAM214B",1172.4523068723,-1.40577167455131,0.0976042546379774,-14.4027704505858,4.97102072835852e-47,5.42790499530162e-45
"MARCHF5",2016.29053997366,-1.01273128123332,0.0703436884136652,-14.3969033195675,5.41143621904868e-47,5.87925488018544e-45
"ZDHHC9",4449.63292896482,-0.83626295821342,0.0581382952994711,-14.3840295609945,6.51860299286593e-47,7.04690171303402e-45
"MYADM",1155.10433649621,-1.24172523880777,0.0866179341682082,-14.3356598230153,1.30995583178918e-46,1.40911040935382e-44
"TSPAN14",3318.76428273839,-0.884474758777676,0.0618948978712348,-14.2899461700013,2.52804780220432e-46,2.70600742335456e-44
"CD47",13368.7214303946,0.77192467173621,0.0540822202261594,14.2731690472062,3.21624434025682e-46,3.42577319948238e-44
"GRK3",3882.80284355894,-0.783749724547344,0.0550288084233781,-14.2425349013078,4.98842080297941e-46,5.28748271355803e-44
"TPST1",1899.88902377156,-1.02279911401294,0.0718189782515405,-14.2413487202597,5.07382715094283e-46,5.35190243508916e-44
"DDR1",2850.55531757295,-0.912389866789212,0.064176432193971,-14.2168991886546,7.19720327314787e-46,7.55497729092899e-44
"APOL2",425.642078406898,-2.20049324327537,0.155241606360714,-14.1746358779771,1.31523570899099e-45,1.37397868849352e-43
"TALDO1",1751.47539578681,-1.19555859182159,0.0844283748861714,-14.160625422833,1.60558815163403e-45,1.6692739209022e-43
"TMBIM6",11147.6241021091,-0.672081195293596,0.0475270474173845,-14.1410256225545,2.12169448962599e-45,2.19534759833729e-43
"ICMT",2825.18737657818,-0.878638363118723,0.062151626973268,-14.1370130744386,2.24617680752601e-45,2.31313629624326e-43
"NDRG1",929.749629439864,-1.45266437872599,0.102763160551389,-14.1360422444341,2.27737108330184e-45,2.33419793722008e-43
"DNAAF9",5846.29913090746,-0.706885583862619,0.0500113221365221,-14.1345110199836,2.32745010687995e-45,2.37432691889176e-43
"PHC1",2549.67533285058,-0.96913023492786,0.0686065912129174,-14.1259056570849,2.62996862349287e-45,2.67040131868582e-43
"HTR1B",1224.28224254084,-1.23067837510398,0.0872284970505345,-14.1086733890531,3.35836258665122e-45,3.39413305327183e-43
"PRDX1",4446.46160308767,-0.857311455607515,0.060860807443064,-14.0864292083134,4.602521894672e-45,4.63000917820962e-43
"PLEKHM3",2393.52030722796,-0.906821422364586,0.064385298570512,-14.0842931926684,4.74381232051643e-45,4.75015197753463e-43
"FAM131B",6774.23781226785,-0.796238794623392,0.0565836380202861,-14.07189114171,5.65370221185549e-45,5.63528877804623e-43
"DVL3",3341.13232984999,-0.92920694474391,0.0660353135117642,-14.0713641736307,5.69599312910668e-45,5.65151756631776e-43
"OBSCN",1909.05969159104,-1.01531438162783,0.0722013507969984,-14.0622629690474,6.47810827068542e-45,6.39830975516925e-43
"RETREG2",6805.87863283203,-0.806371397712891,0.0575171470627184,-14.0196695923322,1.18163502744874e-44,1.16179852992913e-42
"COTL1",5859.80620330971,-0.837340591374069,0.0597543603568944,-14.013045849255,1.29719952305424e-44,1.26967785749755e-42
"ZFTA",4065.34155087903,-0.79922333100069,0.0570664900968192,-14.0051250680517,1.45024195975365e-44,1.41310796159135e-42
"ROBO1",7643.96203151002,0.708776362218785,0.050619599383623,14.0020144538737,1.51514331863058e-44,1.46975665939838e-42
"MACO1",2882.7771878791,-0.924370631768569,0.0660759637448076,-13.9895141800517,1.80641672416646e-44,1.74451684441836e-42
"PDLIM1",2624.90473414229,-1.01163036904014,0.072495544285136,-13.9543799417692,2.95863611981114e-44,2.84461080740603e-42
"C14orf132",20237.1940185851,-0.60818786468321,0.0436143898408211,-13.9446606246908,3.39056972541076e-44,3.24553698517402e-42
"RPS6KA3",8664.45083663733,-0.792898740955312,0.0569831016968083,-13.9146293786202,5.16268513146945e-44,4.92017479042542e-42
"METTL9",5526.50325586344,-0.821044143914987,0.0590472009410971,-13.9048783147913,5.91674030782684e-44,5.61418559601613e-42
"CD151",1643.13081196125,-1.13870706409614,0.0821344411443249,-13.8639412191925,1.0476049824201e-43,9.89713420130713e-42
"TBC1D16",5724.7461551597,-0.856846448362255,0.0618579100959783,-13.8518492951472,1.2397861597546e-43,1.16620404611722e-41
"HIF1A",3487.66541703496,-0.836459411432972,0.0606572935245809,-13.7899230715594,2.93072286245113e-43,2.74489987406037e-41
"NTNG2",996.658776437255,-1.35826398773745,0.0986493113550523,-13.7686109419342,3.93710400961686e-43,3.6716451942045e-41
"SMPD3",5040.14571321812,-0.858869989001207,0.0624157862092081,-13.760460953298,4.40707961234832e-43,4.09236892721011e-41
"SPARC",1145.01944390722,-1.27952827825867,0.0932063802159199,-13.727904412708,6.91034527281026e-43,6.38956989076145e-41
"BMERB1",4547.86775845282,-0.848406272468577,0.0620311120119515,-13.6771088724819,1.39114798165909e-42,1.28085824124875e-40
"AKAP6",18363.6746415828,-0.639600211798241,0.0469125731776669,-13.6338761332906,2.51840690299001e-42,2.30896470865274e-40
"NMNAT2",13876.3255453787,-0.591515932168613,0.0434346692407247,-13.618520470141,3.1080046519271e-42,2.83755601183714e-40
"HIC2",3930.29346254542,-0.83862920877021,0.061658245117133,-13.6012500384507,3.93647297975504e-42,3.57889629192876e-40
"CALM1",59306.6639850961,-0.704142220177872,0.0519113690227769,-13.564316130228,6.51847769881605e-42,5.90166674656558e-40
"PRKCA",3543.2890932527,-0.905643228405714,0.0668074951419899,-13.5560123378507,7.29980427083812e-42,6.58163680502247e-40
"DNAL1",1285.93809394758,-1.25341444231178,0.0925701222095793,-13.5401619053072,9.05890363902391e-42,8.13392219720456e-40
"ARHGAP23",3572.95565637654,-0.86467018635734,0.0639440256804571,-13.5222982468807,1.15509942067362e-41,1.03288704986902e-39
"LDAF1",951.358965188041,-1.5997362972307,0.118394270115642,-13.5119401949787,1.32970294198493e-41,1.18414406665535e-39
"TMEM35A",9034.66860492638,-0.661154006755012,0.0490102683019457,-13.490111963512,1.78828775253273e-41,1.58602875815443e-39
"PTPA",4752.85541179822,-0.839178280077622,0.062346728741966,-13.4598606376082,2.69423883210848e-41,2.37980144645874e-39
"ANKS1A",5956.94744631894,-0.778389555520531,0.0579195123963129,-13.4391593319091,3.56463179817334e-41,3.13586576285459e-39
"CPT1A",497.827362443545,1.74751926432304,0.130124365411063,13.4296083504624,4.05550648716078e-41,3.55331050239987e-39
"SERINC5",605.961373702947,-1.68550386551159,0.125566884688277,-13.423155871836,4.4246200928989e-41,3.86114738950202e-39
"RAB3IP",2278.56170470922,-0.969357045955611,0.0724239557061616,-13.3844808185911,7.45162347584114e-41,6.47665306026208e-39
"KITLG",1966.94529138366,-1.17226514089267,0.0876379726401767,-13.376223862523,8.32716692468113e-41,7.20880518352177e-39
"MTMR4",6726.51390916096,-0.660420407002264,0.0493861428216789,-13.3725852894987,8.74477287149312e-41,7.54028451288389e-39
"NONO",9945.78213498322,-0.686337136189701,0.0514283118294643,-13.3455116797453,1.25803781876841e-40,1.08047050450667e-38
"HMGCR",31256.7017919351,-0.60656767278004,0.0454855314393683,-13.3353981713633,1.44083360965428e-40,1.23259344504637e-38
"ST6GAL1",3487.94303087258,-0.854801518951876,0.0641515344051821,-13.3247244493473,1.66245457064649e-40,1.41660687708148e-38
"SMIM10L2B",1636.33938104323,-1.21323145497388,0.0912150587926908,-13.3007802772046,2.29065280429256e-40,1.94428104626848e-38
"NRCAM",14285.7002091707,-0.588631127635464,0.0443775523986011,-13.2641638806114,3.73564112081387e-40,3.15843369315815e-38
